,Gender,Edu_level,Years_experience,Salary,J_Back end Developer,J_Data Analyst,J_Data Scientist,J_Financial Manager,J_Front end Developer,J_Full Stack Engineer,J_Human Resources Manager,J_Junior Sales Associate,J_Marketing Analyst,J_Marketing Coordinator,J_Marketing Manager,J_Operations Manager,J_Product Manager,J_Senior Project Engineer,J_Senior Software Engineer,J_Software Developer,J_Software Engineer,J_Software Engineer Manager,Gender_e
2620,Female,Bachelor,13.0,137336.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2622,Female,Master,5.0,102868.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2623,Male,Bachelor,20.0,154281.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2624,Male,Master,8.0,111535.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2625,Female,Master,6.0,107906.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2626,Male,Bachelor,13.0,143885.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2628,Male,Master,6.0,108607.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2629,Male,Bachelor,24.0,178284.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2630,Female,Master,4.0,75969.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2631,Male,Master,15.0,143705.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2633,Male,Bachelor,22.0,174324.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2634,Female,Master,8.0,123781.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2635,Male,PhD,12.0,141735.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2637,Female,Bachelor,1.0,61095.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2638,Male,Master,22.0,179045.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2639,Female,Master,10.0,130355.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2640,Male,Bachelor,7.0,103282.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641,Female,PhD,18.0,157872.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2642,Male,Master,10.0,117314.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2644,Female,Master,11.0,129686.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2645,Male,High School,3.0,68611.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2647,Male,Master,3.0,68472.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2648,Female,Master,6.0,113065.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2649,Male,Bachelor,9.0,125091.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2650,Female,PhD,23.0,172925.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2651,Male,Master,9.0,126916.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2653,Female,Master,4.0,76898.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2654,Male,PhD,1.0,579.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2655,Female,Bachelor,2.0,65000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2656,Male,Master,8.0,120000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2657,Female,Bachelor,4.0,90000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2658,Male,PhD,15.0,190000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2659,Female,Master,9.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2660,Male,Bachelor,3.0,75000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2661,Female,Master,11.0,160000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2662,Male,Bachelor,8.0,130000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2663,Female,Master,2.0,60000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2665,Female,Bachelor,5.0,80000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2666,Male,Master,7.0,130000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2667,Female,Bachelor,3.0,65000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2669,Female,Master,6.0,110000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2672,Female,Master,8.0,100000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2673,Male,Bachelor,1.0,50000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2674,Male,Master,10.0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2675,Female,Bachelor,4.0,70000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2677,Female,Master,9.0,140000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2678,Male,Bachelor,1.0,45000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2679,Female,Master,7.0,120000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2680,Male,Master,2.0,60000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2681,Female,Bachelor,11.0,150000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2682,Male,Bachelor,4.0,70000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2684,Male,Master,8.0,100000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2685,Female,Bachelor,2.0,55000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2687,Female,Bachelor,5.0,90000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2689,Male,Master,14.0,180000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2690,Male,Bachelor,2.0,60000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2691,Female,Master,9.0,120000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2692,Female,Bachelor,3.0,70000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2694,Male,Master,9.0,140000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2695,Female,Bachelor,1.0,50000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2696,Male,Master,7.0,110000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2697,Female,Master,2.0,60000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2698,Male,Bachelor,11.0,160000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2699,Male,Bachelor,4.0,75000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2701,Male,Master,8.0,100000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2702,Female,Bachelor,2.0,55000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2704,Female,Bachelor,5.0,90000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2706,Male,Master,14.0,180000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2707,Male,Bachelor,2.0,60000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2708,Female,Master,9.0,120000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2709,Female,Bachelor,3.0,70000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2711,Male,Master,9.0,140000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2712,Female,Bachelor,1.0,50000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2713,Male,Master,7.0,110000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2714,Female,Master,2.0,60000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2715,Male,Bachelor,11.0,160000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2716,Male,Bachelor,4.0,75000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2718,Male,Master,8.0,100000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2719,Female,Bachelor,2.0,55000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2721,Female,Bachelor,5.0,90000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2723,Male,Master,14.0,180000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2724,Male,Bachelor,2.0,60000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2725,Female,Master,9.0,120000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2726,Female,Bachelor,3.0,70000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2728,Male,Master,9.0,140000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2729,Female,Bachelor,1.0,50000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2730,Male,Master,7.0,110000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2731,Female,Master,2.0,60000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2732,Male,Bachelor,11.0,160000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2733,Male,Bachelor,4.0,75000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2735,Male,Master,8.0,100000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2736,Female,Bachelor,2.0,55000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2738,Female,Bachelor,5.0,90000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2740,Male,Master,14.0,180000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2741,Male,Bachelor,2.0,60000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2742,Female,Master,9.0,120000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2743,Female,Bachelor,3.0,70000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2745,Male,Master,9.0,140000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2746,Female,Bachelor,1.0,50000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2747,Male,Master,7.0,110000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2748,Female,Master,2.0,60000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2749,Male,Bachelor,11.0,160000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2750,Male,Bachelor,4.0,75000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2752,Male,Master,8.0,100000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2753,Female,Bachelor,2.0,55000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2755,Female,Bachelor,5.0,90000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2757,Male,Master,14.0,180000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2758,Male,Bachelor,2.0,60000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2759,Female,Master,9.0,120000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2760,Female,Bachelor,3.0,70000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2762,Male,Master,9.0,140000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2763,Female,Bachelor,1.0,50000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2764,Male,Master,7.0,110000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2765,Female,Master,2.0,60000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2766,Male,Bachelor,11.0,160000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2767,Male,Bachelor,4.0,75000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2769,Male,Master,8.0,100000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2770,Female,Bachelor,2.0,55000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2772,Female,Bachelor,5.0,90000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2774,Male,Master,14.0,180000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2775,Male,Bachelor,2.0,60000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2776,Female,Master,9.0,120000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2777,Female,Bachelor,3.0,70000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2779,Female,Bachelor,6.0,103579.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2780,Male,Master,19.0,163780.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2781,Male,Bachelor,12.0,137878.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2782,Female,Master,4.0,92438.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2783,Male,Master,5.0,84181.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2784,Female,PhD,21.0,174821.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2785,Male,Bachelor,10.0,126520.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2786,Male,Master,18.0,152168.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2788,Male,Master,9.0,131547.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2790,Female,High School,1.0,52807.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2791,Male,Master,20.0,174938.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2792,Female,Bachelor,8.0,124071.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2793,Male,Master,3.0,73640.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2794,Female,PhD,19.0,156486.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2795,Male,Master,11.0,138859.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2796,Female,Bachelor,0.0,52831.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2797,Male,Master,23.0,182392.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2798,Female,Master,11.0,151078.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2799,Male,Bachelor,8.0,100679.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801,Male,Master,20.0,167924.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2802,Female,Master,10.0,113334.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2804,Male,Bachelor,4.0,77606.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2805,Female,Master,13.0,140010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2806,Male,Bachelor,20.0,142421.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2807,Female,Master,24.0,192756.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2808,Male,PhD,1.0,106686.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2810,Female,Bachelor,19.0,150729.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2811,Male,Master,15.0,171652.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2812,Male,Bachelor,6.0,88552.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2813,Female,Master,9.0,119918.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2814,Male,PhD,21.0,174985.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2815,Female,Master,23.0,174336.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2816,Male,Bachelor,4.0,72389.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2817,Female,Master,14.0,163978.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2819,Female,PhD,15.0,145052.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2821,Female,Master,8.0,122970.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2822,Male,High School,4.0,80247.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2824,Male,Master,4.0,91062.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2825,Female,Master,6.0,114290.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2826,Male,Bachelor,10.0,128999.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2827,Female,PhD,18.0,162454.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2828,Male,Master,8.0,122354.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2830,Female,Master,3.0,73218.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2831,Male,PhD,0.0,52612.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2832,Female,Master,24.0,184480.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2833,Male,Bachelor,12.0,132442.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2834,Female,Master,5.0,102828.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2835,Male,Master,16.0,150301.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2836,Female,Bachelor,22.0,171468.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2837,Male,Master,13.0,147326.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2839,Female,Bachelor,7.0,108267.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2840,Male,Master,4.0,91397.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2841,Female,Master,5.0,100867.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2842,Male,Bachelor,2.0,64182.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2843,Male,Master,22.0,182506.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2844,Female,Master,9.0,136986.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2845,Male,Bachelor,11.0,136662.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2847,Male,Master,19.0,177347.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2848,Female,Bachelor,3.0,70397.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2849,Male,Master,9.0,146075.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2850,Female,Bachelor,18.0,155795.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2851,Male,Master,9.0,132638.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2852,Female,PhD,22.0,178684.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2853,Male,Bachelor,7.0,106218.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2855,Female,Master,2.0,65840.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2856,Male,PhD,0.0,52779.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2857,Female,Master,23.0,185038.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2858,Male,Bachelor,14.0,136449.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2859,Female,Master,6.0,110707.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2860,Male,Master,17.0,151670.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2861,Female,Bachelor,21.0,167015.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2862,Male,Master,13.0,146508.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2864,Female,Bachelor,6.0,104378.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2865,Male,Master,3.0,70216.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2866,Female,Master,5.0,101733.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2867,Male,Bachelor,1.0,55935.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2868,Male,Master,21.0,180367.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2869,Female,Master,9.0,135596.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2870,Male,Bachelor,11.0,136062.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2872,Male,Master,19.0,177347.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2873,Female,Bachelor,3.0,70397.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2874,Male,Master,9.0,146075.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2875,Female,Bachelor,18.0,155795.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2876,Male,Master,9.0,132638.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2877,Female,PhD,22.0,178684.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2878,Male,Bachelor,7.0,106218.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2880,Female,Master,2.0,65840.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2881,Male,PhD,0.0,52779.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2882,Female,Master,23.0,185038.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2883,Male,Bachelor,14.0,136449.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2884,Female,Master,6.0,110707.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2885,Male,Master,17.0,151670.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2886,Female,Bachelor,21.0,167015.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2887,Male,Master,13.0,146508.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2889,Female,Bachelor,6.0,104378.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2890,Male,Master,3.0,70216.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2891,Female,Master,5.0,101733.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2892,Male,Bachelor,1.0,55935.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2893,Male,Master,21.0,180367.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2894,Female,Master,9.0,135596.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2895,Male,Bachelor,11.0,136062.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2897,Male,Master,19.0,177347.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2898,Female,Bachelor,6.0,103579.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2899,Male,Master,19.0,163780.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2900,Male,Bachelor,12.0,137878.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2901,Female,Master,4.0,92438.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2902,Male,Master,5.0,84181.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2903,Female,PhD,21.0,174821.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2904,Male,Bachelor,10.0,126520.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2905,Male,Master,18.0,152168.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2907,Male,Master,9.0,131547.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2909,Female,High School,1.0,52807.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2910,Male,Master,20.0,174938.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2911,Female,Bachelor,8.0,124071.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2912,Male,Master,3.0,73640.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2913,Female,PhD,19.0,156486.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2914,Male,Master,11.0,138859.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
